NO,NO. NOTA PENJUALAN,TANGGAL PENJUALAN,NAMA PENJUAL,NAMA PEMBELI,Ur Barang,Jumlah Satuan,Kd Satuan,Netto,Bruto,Fob Valuta,KODE VALUTA,NDPBM,FOB DALAM RUPIAH
380,000412,2/4/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, NPS1: 28 - SCHED.1 S-39.0 NPS2: 2 - SCHED.2 S-80S   SWEEPOLET MSS-SP-97 B564-UNS N06625 BE NACE MR0175 / ISO 15156 (RP8S-NG270230001-F28B-S02 Pos 17)",6.00,PCE,33.33,33.33,"1,938.46",USD,"14,958.00","28,995,484.68"
381,000412,2/4/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, NPS1: 12 - SCHED.1 S-140 NPS2: 2 - SCHED.2 S-80S   SWEEPOLET MSS-SP-97 B564-UNS N06625 BE NACE MR0175 / ISO 15156",5.00,PCE,16.67,16.67,955.77,USD,"14,958.00","14,296,407.66"
382,000412,2/4/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, NPS1: 10 - SCHED.1 S-140 NPS2: 2 - SCHED.2 S-80S   SWEEPOLET MSS-SP-97 B564-UNS N06625 BE NACE MR0175 / ISO 15156 ",4.00,PCE,13.57,13.57,764.61,USD,"14,958.00","11,437,036.38"
383,000412,2/4/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, NPS1: 24 - SCHED.1 S-140 NPS2: .75 - SCHED.2 S-80S   SWEEPOLET MSS-SP-97 B564-UNS N06625 BE NACE MR0175 / ISO 15156",6.00,PCE,20.36,20.36,775.38,USD,"14,958.00","11,598,134.04"
384,000412,2/4/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, NPS1: 24 - SCHED.1 S-140 NPS2: 1 - SCHED.2 S-80S   SWEEPOLET MSS-SP-97 B564-UNS N06625 BE NACE MR0175 / ISO 15156",2.00,PCE,6.79,6.79,280.00,USD,"14,958.00","4,188,240.00"
385,000412,2/4/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, NPS1: 28 - SCHED.1 S-39.0 NPS2: 2 - SCHED.2 S-80S   SWEEPOLET MSS-SP-97 B564-UNS N06625 BE NACE MR0175 / ISO 15156",6.00,PCE,20.36,20.36,"1,938.45",USD,"14,958.00","28,995,335.10"
386,000412,2/4/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, NPS1: 12 - SCHED.1 S-140 NPS2: 3 - SCHED.2 S-80S   SWEEPOLET MSS-SP-97 B564-UNS N06625 BE NACE MR0175 / ISO 15156 ",1.00,PCE,5.71,5.71,376.92,USD,"14,958.00","5,637,969.36"
387,000412,2/4/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, NPS1: 28 - SCHED.1 S-52.0 NPS2: .75 - SCHED.2 S-80S   SWEEPOLET MSS-SP-97 B564-UNS N06625 BE NACE MR0175 / ISO 15156 ",23.00,PCE,131.43,131.43,"2,972.30",USD,"14,958.00","44,459,663.40"
388,000412,2/4/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, NPS1: 28 - SCHED.1 S-52.0 NPS2: 1 - SCHED.2 S-80S   SWEEPOLET MSS-SP-97 B564-UNS N06625 BE NACE MR0175 / ISO 15156 (RP6S-NG233230012-F25B-S05 Pos 25)",2.00,PCE,11.43,11.43,280.00,USD,"14,958.00","4,188,240.00"
389,000412,2/4/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, NPS1: 12 - SCHED.1 S-140 NPS2: 1 - SCHED.2 S-80S   SWEEPOLET MSS-SP-97 B564-UNS N06625 BE NACE MR0175 / ISO 15156",2.00,PCE,4.47,4.47,215.38,USD,"14,958.00","3,221,654.04"
390,000412,2/4/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, NPS1: 26 - SCHED.1 S-48.5 NPS2: .75 - SCHED.2 S-80S SWEEPOLET MSS-SP-97 B564-UNS N06625 BE NACE MR0175 / ISO 15156",6.00,PCE,13.42,13.42,775.38,USD,"14,958.00","11,598,134.04"
391,000412,2/4/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, NPS1: 26 - SCHED.1 S-48.5 NPS2: 1.5 - SCHED.2 S-80S SWEEPOLET MSS-SP-97 B564-UNS N06625 BE NACE MR0175 / ISO 15156",2.00,PCE,4.47,4.47,463.08,USD,"14,958.00","6,926,750.64"
392,000412,2/4/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, NPS1: 10 - SCHED.1 S-140 NPS2: 2 - SCHED.2 S-80S   SWEEPOLET MSS-SP-97 B564-UNS N06625 BE NACE MR0175 / ISO 15156 ",1.00,PCE,7.69,7.69,191.15,USD,"14,958.00","2,859,221.70"
393,000412,2/4/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, NPS1: 24 - SCHED.1 S-140 NPS2: .75 - SCHED.2 S-80S   SWEEPOLET MSS-SP-97 B564-UNS N06625 BE NACE MR0175 / ISO 15156",6.00,PCE,46.15,46.15,775.38,USD,"14,958.00","11,598,134.04"
394,000412,2/4/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, NPS1: 12 - SCHED.1 S-140 NPS2: .75 - SCHED.2 S-80S   SWEEPOLET MSS-SP-97 B564-UNS N06625 BE NACE MR0175 / ISO 15156 (WHP12N-NG260230004-F25B-S07 Pos 21)",6.00,PCE,13.42,13.42,597.69,USD,"14,958.00","8,940,247.02"
395,000412,2/4/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, NPS1: 26 - SCHED.1 S-48.5 NPS2: 1 - SCHED.2 S-80S SWEEPOLET MSS-SP-97 B564-UNS N06625 BE NACE MR0175 / ISO 15156",2.00,PCE,4.47,4.47,280.00,USD,"14,958.00","4,188,240.00"
396,000412,2/4/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, NPS1: 26 - SCHED.1 S-48.5 NPS2: 2 - SCHED.2 S-80S SWEEPOLET MSS-SP-97 B564-UNS N06625 BE NACE MR0175 / ISO 15156 (WHP12N-NG260230001-F25B-S01 Pos 38)",4.00,PCE,8.95,8.95,"1,130.77",USD,"14,958.00","16,914,057.66"
397,000412,2/4/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, NPS1: 26 - SCHED.1 S-48.5 NPS2: 3 - SCHED.2 S-80S SWEEPOLET MSS-SP-97 B564-UNS N06625 BE NACE MR0175 / ISO 15156 (WHP12N-NG260230001-F25B-S12 Pos 149)",1.00,PCE,2.24,2.24,436.15,USD,"14,958.00","6,523,931.70"
398,000412,2/4/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, NPS1: 28 - SCHED.1 S-39.0 NPS2: 2 - SCHED.2 S-80S SWEEPOLET MSS-SP-97 B564-UNS N06625 BE NACE MR0175 / ISO 15156 (WHP12N-NG260230003-F28B-S01 Pos 3)",3.00,PCE,6.71,6.71,969.23,USD,"14,958.00","14,497,742.34"
399,000412,2/4/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, NPS1: 28 - SCHED.1 S-39.0 NPS2: 4 - SCHED.2 S-80S SWEEPOLET MSS-SP-97 B564-UNS N06625 BE NACE MR0175 / ISO 15156 (WHP12N-NG260230003-F28B-S01 Pos 2)",1.00,PCE,2.24,2.24,861.54,USD,"14,958.00","12,886,915.32"
400,000412,2/4/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, NPS1: 12 - SCHED.1 S-140 NPS2: .75 - SCHED.2 S-80S   SWEEPOLET MSS-SP-97 B564-UNS N06625 BE NACE MR0175 / ISO 15156 (WHP12S-NG220230004-F25B-S04 Pos 31)",19.00,PCE,29.00,29.00,"1,892.69",USD,"14,958.00","28,310,857.02"
401,000412,2/4/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, NPS1: 12 - SCHED.1 S-140 NPS2: 2 - SCHED.2 S-80S   SWEEPOLET MSS-SP-97 B564-UNS N06625 BE NACE MR0175 / ISO 15156 (WHP14S-NG230230928-F25B-S01 Pos 13)",4.00,PCE,16.67,16.67,764.61,USD,"14,958.00","11,437,036.38"
402,000413,2/4/2023,PT. SAIPEM INDONESIA,YEOW HWA ENGINEERING PTE LTD,"NEW, THK: 45 MM STEEL PLATE MATERIAL: API 2W GRADE 50 CV1 CERT.: CERT. 3.1 PER EN 10204 (2004) OREQUIVALENT - OTHERS REQUIREMENT: ACCORDING TOPROJECT SPEC. 033727-E-D-12-SPM- SD-S-10005 - LASTREVISION #NON COMMERCIAL VALUE",1.00,PCE,"12,717.00","12,717.00","12,462.66",USD,"14,958.00","186,416,468.28"
403,000414,2/4/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, DIA: 508 MM - THK: 31.75 MM TUBULAR STD.: - - MATERIAL: API 2W GRADE 50 #NON COMMERCIAL VALUE",4.00,PCE,"17,599.93","17,599.93","21,567.80",USD,"14,958.00","322,611,152.40"
404,000414,2/4/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, DIA: 273 MM - THK: 12.7 MM TUBULAR STD.: - - MATERIAL: API 5L GRADE X52 #NON COMMERCIAL VALUE",1.00,PCE,930.49,930.49,"1,465.67",USD,"14,958.00","21,923,491.86"
405,000414,2/4/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, DIA: 273 MM - THK: 12.7 MM TUBULAR STD.: - - MATERIAL: API 5L GRADE X52 #NON COMMERCIAL VALUE",4.00,PCE,"3,791.26","3,791.26","5,960.31",USD,"14,958.00","89,154,316.98"
406,000417,2/5/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 3/16"" ( NEW )","3,797,000.00",KGM,"3,797,000.00","3,797,000.00","30,376.00",SGD,"11,371.93","345,433,745.68"
407,000421,2/5/2023,PT. BUKIT GRANIT MINING MANDIRI,INFINITE PROSPERITY PTE LTD,"GRANITE 1/4"" - 3/4"" (NEW)","3,112.00",TNE,"3,112,000.00","3,112,000.00","28,008.00",SGD,"11,371.93","318,505,015.44"
408,000422,2/5/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 3/16""","3,507.00",TNE,"3,507,000.00","3,507,000.00","29,458.80",SGD,"11,371.93","335,003,411.48"
409,000423,2/5/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","3,711.00",TNE,"3,711,000.00","3,711,000.00","35,996.70",SGD,"11,371.93","409,351,952.63"
410,000424,2/5/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 1/4"" - 3/4"" ( NEW )","5,000,000.00",KGM,"5,000,000.00","5,000,000.00","45,500.00",SGD,"11,371.93","517,422,815.00"
411,000426,2/6/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 3/16"" ( NEW )","3,427,000.00",KGM,"3,427,000.00","3,427,000.00","27,416.00",SGD,"11,371.93","311,772,832.88"
412,000427,2/6/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","4,507.00",TNE,"4,507,000.00","4,507,000.00","43,717.90",SGD,"11,371.93","497,156,898.55"
413,000428,2/6/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 3/16""","4,227.00",TNE,"4,227,000.00","4,227,000.00","35,506.80",SGD,"11,371.93","403,780,844.12"
414,000433,2/6/2023,PT OILTANKING KARIMUN QQ ITG RESOURCES (SINGAPORE) PTE. LTD.,TO THE ORDER OF DAXIN MARINE PTE LTD,HIGH SPEED DIESEL OIL,"22,834.05",BLL,"2,944,254.00","2,944,254.00","2,625,915.75",USD,"14,958.00","39,278,447,788.50"
415,000435,2/6/2023,PT OILTANKING KARIMUN QQ ITG RESOURCES (SINGAPORE) PTE. LTD.,TO THE ORDER OF DAXIN MARINE PTE LTD,HIGH SPEED DIESEL OIL,"37,499.91",BLL,"4,947,435.00","4,947,435.00","4,199,989.92",USD,"14,958.00","62,823,449,223.36"
416,000440,2/7/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","3,273.00",TNE,"3,273,000.00","3,273,000.00","31,748.10",SGD,"11,371.93","361,037,170.83"
417,000443,2/7/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 1/4"" - 3/4"" ( NEW )","3,706,000.00",KGM,"3,706,000.00","3,706,000.00","33,724.60",SGD,"11,371.93","383,513,790.48"
418,000444,2/7/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 3/15"" - 1 1/2"" ( NEW )","2,624,000.00",KGM,"2,624,000.00","2,624,000.00","17,580.80",SGD,"11,371.93","199,927,626.94"
419,000445,2/7/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 1/4"" - 3/4"" ( NEW )","5,012,000.00",KGM,"5,012,000.00","5,012,000.00","45,609.20",SGD,"11,371.93","518,664,629.76"
420,000448,2/7/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 3/16""","4,451.00",TNE,"4,451,000.00","4,451,000.00","38,228.40",SGD,"11,371.93","434,730,688.81"
421,000453,2/8/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","4,399.00",TNE,"4,399,000.00","4,399,000.00","42,670.30",SGD,"11,377.59","485,485,178.58"
422,000454,2/8/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 3/16"" ( NEW )","4,338,000.00",KGM,"4,338,000.00","4,338,000.00","34,704.00",SGD,"11,377.59","394,847,883.36"
423,000455,2/8/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","3,691.00",TNE,"3,691,000.00","3,691,000.00","35,802.70",SGD,"11,377.59","407,348,441.49"
424,000456,2/8/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 3/16""","4,365.00",TNE,"4,365,000.00","4,365,000.00","36,666.00",SGD,"11,377.59","417,170,714.94"
425,000457,2/8/2023,PT. KARIMUN SEMBAWANG SHIPYARD,JURONG SHIPYARD PTE LTD,PROJECT - 2159J110026 : BLOCK M08P,1.00,NIU,"119,153.00","119,153.00","157,877.73",SGD,"11,377.59","1,796,268,082.07"
426,000457,2/8/2023,PT. KARIMUN SEMBAWANG SHIPYARD,JURONG SHIPYARD PTE LTD,PROJECT - 2159J110026 : BLOCK B03P,1.00,NIU,"195,100.00","195,100.00","258,507.50",SGD,"11,377.59","2,941,192,346.93"
427,000459,2/8/2023,PT KARIMUN MARINE SHIPYARD,KSE MARINE WORKS PTE LTD,"New Ship Plate 12mm x 250mm x 250mm ABS-A (0,002)
",8.00,PCE,47.04,47.04,56.48,SGD,"11,377.59","642,606.28"
428,000459,2/8/2023,PT KARIMUN MARINE SHIPYARD,KSE MARINE WORKS PTE LTD,"New Ship Plate 12mm x 770mm x 570mm ABS-A (0,01)
",28.00,PCE,"1,157.52","1,157.52","1,671.04",SGD,"11,377.59","19,012,407.99"
429,000459,2/8/2023,PT KARIMUN MARINE SHIPYARD,KSE MARINE WORKS PTE LTD,"New Thinner (AmourSol 8) 18L
",36.00,LTR,36.00,36.00,79.20,SGD,"11,377.59","901,105.13"
430,000459,2/8/2023,PT KARIMUN MARINE SHIPYARD,KSE MARINE WORKS PTE LTD,"New Flat Bar 9mm x 100mm x 6m SS400
",4.00,PCE,169.44,169.44,213.60,SGD,"11,377.59","2,430,253.22"
431,000459,2/8/2023,PT KARIMUN MARINE SHIPYARD,KSE MARINE WORKS PTE LTD,"New H.Gal (A234-WPB) Elbow S40 90 L/R 2""
",4.00,PCE,2.64,2.64,9.80,SGD,"11,377.59","111,500.38"
432,000459,2/8/2023,PT KARIMUN MARINE SHIPYARD,KSE MARINE WORKS PTE LTD,"New Welding Electrode J421 AWS E6013 Dia 5.0x400mm
",20.00,KG,20.00,20.00,18.80,SGD,"11,377.59","213,898.69"
433,000459,2/8/2023,PT KARIMUN MARINE SHIPYARD,KSE MARINE WORKS PTE LTD,"New Mild Steel Ship Plate 10mm x 1200mm x 1300mm ABS GR A (0,06)
",2.00,PCE,244.92,244.92,386.54,SGD,"11,377.59","4,397,893.64"
434,000459,2/8/2023,PT KARIMUN MARINE SHIPYARD,KSE MARINE WORKS PTE LTD,"New Mild Steel Ship Plate 12mm x 8 x 30 ABS GR A
",1.00,PCE,"2,100.00","2,100.00","3,234.00",SGD,"11,377.59","36,795,126.06"
435,000459,2/8/2023,PT KARIMUN MARINE SHIPYARD,KSE MARINE WORKS PTE LTD,"New Mild Steel Angle Bar 125 x 75 x 9mm x 7000mm JIS G3101 SS400 (0,77)
",1.00,PCE,95.20,95.20,121.32,SGD,"11,377.59","1,380,329.22"
436,000459,2/8/2023,PT KARIMUN MARINE SHIPYARD,KSE MARINE WORKS PTE LTD,"New Mild Steel Ship Plate 10mm x 450mm x 300mm ABS GR A (0,006)
",1.00,PCE,10.59,10.59,16.59,SGD,"11,377.59","188,754.22"
437,000459,2/8/2023,PT KARIMUN MARINE SHIPYARD,KSE MARINE WORKS PTE LTD,"New AmourGuard ME Green 20L
",140.00,LTR,91.00,91.00,840.00,SGD,"11,377.59","9,557,175.60"
438,000459,2/8/2023,PT KARIMUN MARINE SHIPYARD,KSE MARINE WORKS PTE LTD,"New Ship Plate 8mm x 300mm x 300mm ABS-A (0,004)
",1.00,PCE,5.65,5.65,7.28,SGD,"11,377.59","82,828.86"
439,000459,2/8/2023,PT KARIMUN MARINE SHIPYARD,KSE MARINE WORKS PTE LTD,"New AmourThane Interl Orange 20L
",40.00,LTR,10.00,10.00,780.00,SGD,"11,377.59","8,874,520.20"
440,000459,2/8/2023,PT KARIMUN MARINE SHIPYARD,KSE MARINE WORKS PTE LTD,"New Used Komatsu Excavator PC1250-7 KMIPC079V02020305 C/W Accessories
",1.00,PCE,"121,100.00","121,100.00","100,000.00",SGD,"11,377.59","1,137,759,000.00"
441,000459,2/8/2023,PT KARIMUN MARINE SHIPYARD,KSE MARINE WORKS PTE LTD,"New DIN933 GR 8.8 Galvd Hex Bolt (F/T) M12 x 45
",105.00,PCE,105.00,105.00,11.55,SGD,"11,377.59","131,411.16"
442,000459,2/8/2023,PT KARIMUN MARINE SHIPYARD,KSE MARINE WORKS PTE LTD,"New AmourGuard (Tar-Free) Black 20L
",140.00,LTR,91.00,91.00,574.00,SGD,"11,377.59","6,530,736.66"
443,000459,2/8/2023,PT KARIMUN MARINE SHIPYARD,KSE MARINE WORKS PTE LTD,"New Ship Plate 12mm x 6000mm x 1200mm ABS-A (0,32)
",2.00,PCE,"1,356.48","1,356.48","1,627.42",SGD,"11,377.59","18,516,117.52"
444,000459,2/8/2023,PT KARIMUN MARINE SHIPYARD,KSE MARINE WORKS PTE LTD,"New AmourGuard ME Red Oxide 20L
",390.00,LTR,253.50,253.50,"2,340.00",SGD,"11,377.59","26,623,560.60"
445,000459,2/8/2023,PT KARIMUN MARINE SHIPYARD,KSE MARINE WORKS PTE LTD,"New AmourTank Grey 20L
",130.00,LTR,162.50,162.50,"1,105.00",SGD,"11,377.59","12,572,236.95"
446,000459,2/8/2023,PT KARIMUN MARINE SHIPYARD,KSE MARINE WORKS PTE LTD,"New AmourCoat White 5L
",5.00,LTR,5.00,5.00,21.00,SGD,"11,377.59","238,929.39"
447,000459,2/8/2023,PT KARIMUN MARINE SHIPYARD,KSE MARINE WORKS PTE LTD,"New H Beam 200 x 200 x 49.9Kg/M x 12m
",3.00,PCE,"1,796.40","1,796.40","2,700.00",SGD,"11,377.59","30,719,493.00"
448,000459,2/8/2023,PT KARIMUN MARINE SHIPYARD,KSE MARINE WORKS PTE LTD,"New Zinc Hull Anode (Welded) LH Z100
",34.00,PCE,340.00,340.00,"1,917.60",SGD,"11,377.59","21,817,666.58"
449,000459,2/8/2023,PT KARIMUN MARINE SHIPYARD,KSE MARINE WORKS PTE LTD,"New Welding Electrode J421 AWS E6013 Dia 4.0x400mm
",200.00,KG,200.00,200.00,188.00,SGD,"11,377.59","2,138,986.92"
450,000459,2/8/2023,PT KARIMUN MARINE SHIPYARD,KSE MARINE WORKS PTE LTD,"New AmourShield Baltic (Tin-Free) A/F 20L
",160.00,LTR,256.00,256.00,"1,248.00",SGD,"11,377.59","14,199,232.32"
451,000459,2/8/2023,PT KARIMUN MARINE SHIPYARD,KSE MARINE WORKS PTE LTD,"New Ship Plate 8mm x 2000mm x 2438mm ABS-A (0,21)
",1.00,PCE,306.21,306.21,398.03,SGD,"11,377.59","4,528,622.15"
452,000459,2/8/2023,PT KARIMUN MARINE SHIPYARD,KSE MARINE WORKS PTE LTD,"New CS (A106 GR.B/A53/API 5L) SMLS Pipe 2400mm S40 6"" (0,4)
",1.00,PCE,67.82,67.82,118.20,SGD,"11,377.59","1,344,831.14"
453,000459,2/8/2023,PT KARIMUN MARINE SHIPYARD,KSE MARINE WORKS PTE LTD,"New Rubber Sheet 5mm x 1.2mtr 
",5.50,MTR,65.45,65.45,25.80,SGD,"11,377.59","293,541.82"
454,000459,2/8/2023,PT KARIMUN MARINE SHIPYARD,KSE MARINE WORKS PTE LTD,"New 5/8"" x 180Ft Galvd Ms Medium Link Chain 
",26.00,MTR,135.20,135.20,260.00,SGD,"11,377.59","2,958,173.40"
455,000459,2/8/2023,PT KARIMUN MARINE SHIPYARD,KSE MARINE WORKS PTE LTD,"New AmourCoat Signal Yellow 5L
",10.00,LTR,10.00,10.00,55.00,SGD,"11,377.59","625,767.45"
456,000459,2/8/2023,PT KARIMUN MARINE SHIPYARD,KSE MARINE WORKS PTE LTD,"New Ship Plate 12mm x 300mm x 300mm ABS-A (0,004)
",68.00,PCE,575.96,575.96,685.44,SGD,"11,377.59","7,798,655.29"
457,000459,2/8/2023,PT KARIMUN MARINE SHIPYARD,KSE MARINE WORKS PTE LTD,"New Mild Steel Ship Plate 10mm x 400mm x 400mm ABS GR A (0,007)
",1.00,PCE,32.65,32.65,19.63,SGD,"11,377.59","223,342.09"
458,000459,2/8/2023,PT KARIMUN MARINE SHIPYARD,KSE MARINE WORKS PTE LTD,"New AmourGuard (Tar-Free) Brown 20L
",160.00,LTR,104.00,104.00,656.00,SGD,"11,377.59","7,463,699.04"
459,000459,2/8/2023,PT KARIMUN MARINE SHIPYARD,KSE MARINE WORKS PTE LTD,"New 5/8"" Galvd Dee Shackle
",52.00,PCE,190.84,190.84,62.40,SGD,"11,377.59","709,961.62"
460,000459,2/8/2023,PT KARIMUN MARINE SHIPYARD,KSE MARINE WORKS PTE LTD,"New AmourTank White 20L
",130.00,LTR,162.50,162.50,"1,105.00",SGD,"11,377.59","12,572,236.95"
461,000459,2/8/2023,PT KARIMUN MARINE SHIPYARD,KSE MARINE WORKS PTE LTD,"New 16mm x 12m M.S Deformed Bar 
",1.00,PCE,18.93,18.93,18.94,SGD,"11,377.59","215,491.55"
462,000463,2/8/2023,PT OILTANKING KARIMUN QQ ITG RESOURCES (SINGAPORE) PTE. LTD.,TO THE ORDER OF DAXIN MARINE PTE LTD,HIGH SPEED DIESEL OIL 50PPM,"59,871.52",BLL,"7,898,963.00","7,898,963.00","6,885,224.80",USD,"14,946.00","102,906,569,860.80"
463,000464,2/8/2023,PT OILTANKING KARIMUN QQ ITG RESOURCES (SINGAPORE) PTE. LTD.,TO THE ORDER OF DAXIN MARINE PTE LTD,HIGH SPEED DIESEL OIL 500PPM,"33,747.47",BLL,"4,444,322.00","4,444,322.00","3,779,716.64",USD,"14,946.00","56,491,644,901.44"
464,000466,2/8/2023,PT OILTANKING KARIMUN QQ OILMASTER PTE LTD,GOLDEN STAR MARINE PTE LTD,FUEL OIL (RESIDUAL),826.53,TNE,"826,526.00","826,526.00","330,610.40",USD,"14,946.00","4,941,303,038.40"
465,000467,2/9/2023,PT OILTANKING KARIMUN QQ VITOL ASIA PTE LTD,TO THE ORDER OF VITOL ASIA PTE LTD,HSFO 180 CST,"24,985.69",TNE,"24,985,690.00","24,985,690.00","10,444,018.42",USD,"14,946.00","156,096,299,305.32"
466,000469,2/9/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","4,420.00",TNE,"4,420,000.00","4,420,000.00","42,874.00",SGD,"11,377.59","487,802,793.66"
467,000470,2/9/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","3,507.00",TNE,"3,507,000.00","3,507,000.00","34,017.90",SGD,"11,377.59","387,041,718.86"
468,000471,2/9/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 3/16""","4,507.00",TNE,"4,507,000.00","4,507,000.00","37,858.80",SGD,"11,377.59","430,741,904.29"
469,000472,2/9/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 3/16"" ( NEW )","3,766,000.00",KGM,"3,766,000.00","3,766,000.00","30,128.00",SGD,"11,377.59","342,784,031.52"
470,000473,2/9/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 1/4"" - 3/4"" ( NEW )","3,427,000.00",KGM,"3,427,000.00","3,427,000.00","31,185.70",SGD,"11,377.59","354,818,108.46"
471,000474,2/9/2023,PT RIAUALAM ANUGERAH INDONESIA,"SAMWOH EXPLORATION PTE,LTD","GRANITE          3/15""  -  1  1/2""  (NEW)","4,706,000.00",KGM,"4,706,000.00","4,706,000.00","37,648.00",SGD,"11,377.59","428,343,508.32"
472,000479,2/9/2023,PT OILTANKING KARIMUN QQ ITG RESOURCES (SINGAPORE) PTE. LTD.,TO THE ORDER OF DAXIN MARINE PTE LTD,HIGH SPEED DIESEL OIL 50PPM,"52,488.81",BLL,"6,924,949.00","6,924,949.00","6,036,213.15",USD,"14,946.00","90,217,241,739.90"
473,000480,2/9/2023,PT OILTANKING KARIMUN QQ ITG RESOURCES (SINGAPORE) PTE. LTD.,TO THE ORDER OF DAXIN MARINE PTE LTD,HIGH SPEED DIESEL OIL 500PPM,"52,428.96",BLL,"6,904,554.00","6,904,554.00","5,872,043.52",USD,"14,946.00","87,763,562,449.92"
